date	region	store	sales_volume	arp	sales_rep	endcap	demo	demo13	demo45	natural	fitness
06/07/2010	FL	Coral Springs	206.22	3.9	0	1	0	0	0	2	1
07/13/2010	FL	Coral Springs	149.38	4.1	0	1	0	0	0	2	1
04/05/2010	NP	Cranston (aka Garden City Center)	170.87	4.2	0	0	0	0	0	2	1
11/05/2010	NP	Cranston (aka Garden City Center)	181.32	4.14	0	0	0	0	0	2	1
05/18/2010	NP	Cranston (aka Garden City Center)	207.63	3.86	0	0	0	0	0	2	1
05/25/2010	NP	Cranston (aka Garden City Center)	275.83	3.86	0	1	1	0	0	2	1
01/06/2010	NP	Cranston (aka Garden City Center)	265.7	3.86	0	1	1	1	0	2	1
08/06/2010	NP	Cranston (aka Garden City Center)	175.78	4.2	0	1	0	1	0	2	1
06/15/2010	NP	Cranston (aka Garden City Center)	259.86	4.2	0	0	1	1	0	2	1
06/22/2010	NP	Cranston (aka Garden City Center)	178.22	4.2	0	1	0	1	1	2	1
06/29/2010	NP	Cranston (aka Garden City Center)	257.45	4.2	0	0	1	0	1	2	1
06/07/2010	NP	Cranston (aka Garden City Center)	157.42	3.78	0	1	0	1	1	2	1
07/13/2010	NP	Cranston (aka Garden City Center)	217.68	3.42	0	1	0	1	0	2	1
04/05/2010	MW	Deerfield	309.37	4.61	1	0	1	0	0	4	3
11/05/2010	MW	Deerfield	350.67	4.59	1	1	1	1	0	4	3
05/18/2010	MW	Deerfield	346.59	3.77	1	0	1	1	0	4	3
05/25/2010	MW	Deerfield	265.65	3.71	1	1	1	1	0	4	3
01/06/2010	MW	Deerfield	288.29	4.14	1	1	1	1	1	4	3
08/06/2010	MW	Deerfield	344.06	4.08	1	0	1	1	1	4	3
06/15/2010	MW	Deerfield	308.46	4.08	1	0	1	1	1	4	3
06/22/2010	MW	Deerfield	350.9	3.59	1	1	1	1	1	4	3
06/29/2010	MW	Deerfield	333.07	4.06	1	0	1	1	1	4	3
06/07/2010	MW	Deerfield	352.88	3.37	1	0	1	1	1	4	3
07/13/2010	MW	Deerfield	348.12	4.11	1	1	1	1	1	4	3
04/05/2010	SO	Duluth	230.11	3.8	0	0	0	0	0	2	3
11/05/2010	SO	Duluth	168.73	3.43	0	0	0	0	0	2	3
05/18/2010	SO	Duluth	245.15	3.46	0	1	0	0	0	2	3
05/25/2010	SO	Duluth	228.76	3.46	0	0	0	0	0	2	3
01/06/2010	SO	Duluth	79.24	3.46	0	0	0	0	0	2	3
08/06/2010	SO	Duluth	177.14	3.56	0	0	0	0	0	2	3
06/15/2010	SO	Duluth	212.03	3.56	0	1	0	0	0	2	3
06/22/2010	SO	Duluth	189.09	3.66	0	0	0	0	0	2	3
06/29/2010	SO	Duluth	140.58	3.69	0	1	0	0	0	2	3
06/07/2010	SO	Duluth	167.77	3.44	0	0	0	0	0	2	3
07/13/2010	SO	Duluth	249.09	3.58	0	0	0	0	0	2	3
04/05/2010	NE	Edgewater	280.67	4.16	0	1	1	0	0	3	0
11/05/2010	NE	Edgewater	340.36	4.16	0	0	1	1	0	3	0
05/18/2010	NE	Edgewater	293.19	3.95	0	0	1	1	0	3	0
05/25/2010	NE	Edgewater	247.65	4.24	1	0	0	1	0	3	0
01/06/2010	NE	Edgewater	236.23	4.46	1	1	0	1	1	3	0
08/06/2010	NE	Edgewater	272.24	4.73	1	0	1	1	1	3	0
06/15/2010	NE	Edgewater	183.68	4.16	1	1	0	1	1	3	0
06/22/2010	NE	Edgewater	252.51	4.19	1	0	1	1	1	3	0
06/29/2010	NE	Edgewater	289.86	4.16	1	0	1	1	0	3	0
06/07/2010	NE	Edgewater	200.91	3.78	1	0	0	1	1	3	0
07/13/2010	NE	Edgewater	135.17	3.78	1	0	0	1	1	3	0
04/05/2010	MA	Fair Lakes	137.12	3.9	0	0	0	0	0	4	1
11/05/2010	MA	Fair Lakes	184.92	3.54	0	0	0	0	0	4	1
05/18/2010	MA	Fair Lakes	169.84	3.34	0	1	0	0	0	4	1
05/25/2010	MA	Fair Lakes	219.35	3.34	0	1	0	0	0	4	1
01/06/2010	MA	Fair Lakes	148.64	3.34	0	0	0	0	0	4	1
08/06/2010	MA	Fair Lakes	292.91	3.54	0	1	1	0	0	4	1
06/15/2010	MA	Fair Lakes	222.28	3.54	0	0	0	1	0	4	1
06/22/2010	MA	Fair Lakes	148.15	3.63	0	0	0	1	0	4	1
06/29/2010	MA	Fair Lakes	270.14	3.75	0	0	1	1	0	4	1
06/07/2010	MA	Fair Lakes	194.18	3.25	0	0	0	1	1	4	1
07/13/2010	MA	Fair Lakes	170.54	3.13	0	0	0	1	1	4	1
04/05/2010	SP	Fairfax	193.07	4.82	1	0	0	0	0	3	1
11/05/2010	SP	Fairfax	263.64	4.82	1	0	1	0	0	3	1
05/18/2010	SP	Fairfax	176.27	4.48	1	0	0	1	0	3	1
05/25/2010	SP	Fairfax	223.05	4.2	1	0	0	1	0	3	1
01/06/2010	SP	Fairfax	164.64	4.34	1	0	0	1	0	3	1
08/06/2010	SP	Fairfax	248.94	4.55	1	0	0	0	1	3	1
06/15/2010	SP	Fairfax	373.23	4.62	1	1	1	0	1	3	1
06/22/2010	SP	Fairfax	338.16	4.62	1	0	1	1	0	3	1
06/29/2010	SP	Fairfax	415.11	4.62	1	0	1	1	0	3	1
06/07/2010	SP	Fairfax	302.53	4.29	1	0	1	1	0	3	1
07/13/2010	SP	Fairfax	287.39	4.25	1	0	1	1	1	3	1
04/05/2010	SW	Forest	237.4	4.66	0	1	0	0	0	2	3
11/05/2010	SW	Forest	127.59	4.66	0	1	0	0	0	2	3
05/18/2010	SW	Forest	225.13	4.07	0	1	0	0	0	2	3
05/25/2010	SW	Forest	180.18	4.07	0	1	0	0	0	2	3
01/06/2010	SW	Forest	243.55	3.99	0	1	0	0	0	2	3
08/06/2010	SW	Forest	237.6	4.56	0	1	0	0	0	2	3
06/15/2010	SW	Forest	191.12	3.99	0	1	0	0	0	2	3
06/22/2010	SW	Forest	254.32	3.99	0	0	1	0	0	2	3
06/29/2010	SW	Forest	217.86	3.99	0	1	0	1	0	2	3
06/07/2010	SW	Forest	200.95	4.39	0	1	0	1	0	2	3
07/13/2010	SW	Forest	120.85	4.39	0	1	0	1	0	2	3
04/05/2010	SP	Fort Apache	347.92	4.66	1	0	1	0	0	2	2
11/05/2010	SP	Fort Apache	203.8	4.4	1	0	0	1	0	2	2
05/18/2010	SP	Fort Apache	241.46	4.15	1	1	0	1	0	2	2
05/25/2010	SP	Fort Apache	233.12	4.1	1	0	0	1	0	2	2
01/06/2010	SP	Fort Apache	206.84	4.14	1	1	0	0	1	2	2
08/06/2010	SP	Fort Apache	268.01	4.33	1	0	1	0	1	2	2
06/15/2010	SP	Fort Apache	340.76	4.33	1	0	1	1	0	2	2
06/22/2010	SP	Fort Apache	299.35	4.31	1	0	1	1	0	2	2
06/29/2010	SP	Fort Apache	398.97	4.44	1	0	1	1	0	2	2
06/07/2010	SP	Fort Apache	317.9	3.88	1	0	1	1	1	2	2
07/13/2010	SP	Fort Apache	343.42	3.85	1	0	1	1	1	2	2
04/05/2010	RM	Fort Collins	336.22	4.32	1	0	1	0	0	3	4
11/05/2010	RM	Fort Collins	364.17	4.52	1	0	1	1	0	3	4
05/18/2010	RM	Fort Collins	291.19	4.95	1	0	1	1	0	3	4
05/25/2010	RM	Fort Collins	279.63	4.69	1	0	1	1	0	3	4
01/06/2010	RM	Fort Collins	328.56	4.84	1	0	1	1	1	3	4
08/06/2010	RM	Fort Collins	329.4	4.7	1	0	1	1	1	3	4
06/15/2010	RM	Fort Collins	211.37	4.9	1	1	0	1	1	3	4
06/22/2010	RM	Fort Collins	428.35	4.03	1	1	1	1	1	3	4
06/29/2010	RM	Fort Collins	412.79	4.84	1	1	1	1	1	3	4
06/07/2010	RM	Fort Collins	328.22	4.25	1	0	1	1	1	3	4
07/13/2010	RM	Fort Collins	269.83	4.54	1	1	1	1	1	3	4
04/05/2010	FL	Fort Lauderdale	152.35	4.37	0	0	0	0	0	4	2
11/05/2010	FL	Fort Lauderdale	118.77	4.04	0	0	0	0	0	4	2
05/18/2010	FL	Fort Lauderdale	147.82	3.84	0	0	0	0	0	4	2
05/25/2010	FL	Fort Lauderdale	199.09	4.06	0	0	0	0	0	4	2
01/06/2010	FL	Fort Lauderdale	160.97	3.84	0	0	0	0	0	4	2
08/06/2010	FL	Fort Lauderdale	204.56	4.1	0	1	0	0	0	4	2
06/15/2010	FL	Fort Lauderdale	189.29	4.12	0	0	0	0	0	4	2
06/22/2010	FL	Fort Lauderdale	177.42	4.1	0	0	0	0	0	4	2
06/29/2010	FL	Fort Lauderdale	173.99	4.12	0	0	0	0	0	4	2
06/07/2010	FL	Fort Lauderdale	141.87	3.71	0	1	0	0	0	4	2
07/13/2010	FL	Fort Lauderdale	232.06	3.71	0	1	0	0	0	4	2
04/05/2010	NP	Framingham	111.16	4.2	0	0	0	0	0	3	1
11/05/2010	NP	Framingham	193.78	4.2	0	0	0	0	0	3	1
05/18/2010	NP	Framingham	119.11	3.86	0	0	0	0	0	3	1
05/25/2010	NP	Framingham	260.31	3.86	0	0	1	0	0	3	1
01/06/2010	NP	Framingham	227.6	3.86	0	1	0	1	0	2	1
08/06/2010	NP	Framingham	161.89	4.2	0	1	0	1	0	2	1
06/15/2010	NP	Framingham	141.38	4.2	0	1	0	1	0	2	1
06/22/2010	NP	Framingham	231.12	4.2	0	1	0	0	1	2	1
06/29/2010	NP	Framingham	198.16	4.2	0	0	0	0	1	2	1
06/07/2010	NP	Framingham	279.11	3.78	0	0	1	0	0	2	1
07/13/2010	NP	Framingham	147.98	3.78	0	0	0	1	0	2	1
04/05/2010	PN	Fremont	198.71	4.59	1	0	0	0	0	3	4
11/05/2010	PN	Fremont	254.85	4.68	1	0	1	0	0	3	4
05/18/2010	PN	Fremont	343.57	4.2	1	0	1	1	0	3	4
05/25/2010	PN	Fremont	291.42	4.51	1	0	1	1	0	3	4
01/06/2010	PN	Fremont	269.08	4.2	1	1	1	1	0	3	4
08/06/2010	PN	Fremont	219.25	4.68	1	0	0	1	1	3	4
06/15/2010	PN	Fremont	325.61	4.16	1	0	1	1	1	3	4
06/22/2010	PN	Fremont	296.14	4.67	1	0	1	1	1	3	4
06/29/2010	PN	Fremont	260.04	3.78	1	1	1	1	1	3	4
06/07/2010	PN	Fremont	159.47	3.91	1	0	0	1	1	3	4
07/13/2010	PN	Fremont	283.49	3.54	1	0	1	1	1	3	4
04/05/2010	NP	Fresh Pond	183.65	4.63	0	0	0	0	0	2	1
11/05/2010	NP	Fresh Pond	197.1	4.2	0	0	0	0	0	2	1
05/18/2010	NP	Fresh Pond	199.91	3.86	0	0	0	0	0	2	1
05/25/2010	NP	Fresh Pond	196.19	4.07	0	1	0	0	0	2	1
01/06/2010	NP	Fresh Pond	153.56	3.86	0	1	0	0	0	2	1
08/06/2010	NP	Fresh Pond	175.44	4.2	0	1	0	0	0	2	1
06/15/2010	NP	Fresh Pond	176.74	4.63	0	1	0	0	0	2	1
06/22/2010	NP	Fresh Pond	137.51	4.2	0	0	0	0	0	2	1
06/29/2010	NP	Fresh Pond	165.45	4.04	0	0	0	0	0	2	1
06/07/2010	NP	Fresh Pond	219.33	3.5	0	1	0	0	0	2	1
07/13/2010	NP	Fresh Pond	162.07	3.5	0	1	0	0	0	2	1
04/05/2010	NC	Fresno	194.93	4.5	1	0	0	0	0	3	0
11/05/2010	NC	Fresno	215.84	4.59	1	0	0	0	0	3	0
05/18/2010	NC	Fresno	336.95	4.39	1	0	1	0	0	3	0
05/25/2010	NC	Fresno	225.76	4.12	1	0	0	1	0	3	0
01/06/2010	NC	Fresno	234.18	4.04	1	0	0	1	0	3	0
08/06/2010	NC	Fresno	299.47	4.9	1	0	1	1	0	3	0
06/15/2010	NC	Fresno	153.64	4.88	1	0	0	1	1	3	0
06/22/2010	NC	Fresno	368.85	4.87	1	0	1	1	1	3	0
06/29/2010	NC	Fresno	343.45	4.51	1	0	1	1	0	3	0
06/07/2010	NC	Fresno	191.47	4.35	1	0	0	1	1	3	0
07/13/2010	NC	Fresno	297.37	3.99	1	1	1	1	1	3	0
04/05/2010	MW	Galleria	314.56	4.17	1	1	1	0	0	2	4
11/05/2010	MW	Galleria	197.93	4.17	1	1	0	1	0	2	4
05/18/2010	MW	Galleria	204.79	3.54	1	0	0	1	0	2	4
05/25/2010	MW	Galleria	181.47	3.64	1	0	0	1	0	2	4
01/06/2010	MW	Galleria	287.24	3.54	1	0	1	0	1	2	4
08/06/2010	MW	Galleria	112.29	3.77	1	0	0	1	1	2	4
06/15/2010	MW	Galleria	232.4	3.82	1	0	0	1	0	2	4
06/22/2010	MW	Galleria	227.44	3.82	1	0	0	1	0	2	4
06/29/2010	MW	Galleria	279.66	3.82	1	0	1	0	1	2	4
06/07/2010	MW	Galleria	253.47	3.37	1	0	1	1	1	2	4
07/13/2010	MW	Galleria	231.83	3.37	1	1	0	1	0	2	4
04/05/2010	MA	Georgetown	171.57	3.62	0	1	0	0	0	3	0
11/05/2010	MA	Georgetown	227.66	3.62	0	1	0	0	0	3	0
05/18/2010	MA	Georgetown	186.25	3.34	0	1	0	0	0	3	0
05/25/2010	MA	Georgetown	235.95	3.36	0	0	0	0	0	3	0
01/06/2010	MA	Georgetown	193.9	3.34	0	0	0	0	0	3	0
08/06/2010	MA	Georgetown	293.98	3.54	0	1	1	0	0	3	0
06/15/2010	MA	Georgetown	288.1	3.54	0	0	1	1	0	3	0
06/22/2010	MA	Georgetown	220.35	3.52	0	1	0	1	0	3	0
06/29/2010	MA	Georgetown	309.78	3.63	0	0	1	1	0	3	0
06/07/2010	MA	Georgetown	252.82	3.13	0	1	1	1	1	3	0
07/13/2010	MA	Georgetown	274.33	3.2	0	1	1	1	1	3	0
04/05/2010	SP	Glendale	280.8	5.07	1	1	1	0	0	3	5
11/05/2010	SP	Glendale	335.64	4.62	1	1	1	1	0	3	5
05/18/2010	SP	Glendale	253.82	4.13	1	0	1	1	0	3	5
05/25/2010	SP	Glendale	295.81	4.1	1	0	1	1	0	3	5
01/06/2010	SP	Glendale	252.16	4.14	1	0	1	1	1	3	5
08/06/2010	SP	Glendale	184.09	4.31	1	0	0	1	1	3	5
06/15/2010	SP	Glendale	328.61	4.4	1	0	1	1	1	3	5
06/22/2010	SP	Glendale	360.38	4.62	1	1	1	1	1	3	5
06/29/2010	SP	Glendale	290.59	4.9	1	0	1	1	1	3	5
06/07/2010	SP	Glendale	317.51	4.27	1	0	1	1	1	3	5
07/13/2010	SP	Glendale	304.35	4.2	1	0	1	1	1	3	5
04/05/2010	MW	Gold Coast	207.12	4.61	1	0	0	0	0	2	5
11/05/2010	MW	Gold Coast	191	4.61	1	0	0	0	0	2	5
05/18/2010	MW	Gold Coast	209.2	4	1	0	0	0	0	2	5
05/25/2010	MW	Gold Coast	334.17	3.83	1	1	1	0	0	2	5
01/06/2010	MW	Gold Coast	269.54	3.73	1	1	1	1	0	2	5
08/06/2010	MW	Gold Coast	345.83	4.1	1	0	1	1	0	2	5
06/15/2010	MW	Gold Coast	232.06	4.08	1	0	0	1	0	2	5
06/22/2010	MW	Gold Coast	196.24	4.1	1	1	0	1	1	2	5
06/29/2010	MW	Gold Coast	269.96	4.08	1	1	1	1	1	2	5
06/07/2010	MW	Gold Coast	256.61	3.54	1	1	1	1	1	2	5
07/13/2010	MW	Gold Coast	244.19	3.5	1	0	0	1	1	2	5
04/05/2010	SO	Green Hills	184.18	4.07	0	0	0	0	0	1	5
11/05/2010	SO	Green Hills	152.85	3.94	0	0	0	0	0	1	5
05/18/2010	SO	Green Hills	180.34	3.85	0	1	0	0	0	1	5
05/25/2010	SO	Green Hills	177.08	3.85	0	0	0	0	0	1	5
01/06/2010	SO	Green Hills	181.74	3.95	0	0	0	0	0	1	5
08/06/2010	SO	Green Hills	138.42	3.95	0	0	0	0	0	1	5
06/15/2010	SO	Green Hills	215.01	3.95	0	0	0	0	0	1	5
06/22/2010	SO	Green Hills	253.09	4.02	0	1	1	0	0	1	5
06/29/2010	SO	Green Hills	178.86	3.78	0	1	0	1	0	1	5
06/07/2010	SO	Green Hills	174.99	3.83	0	0	0	1	0	1	5
07/13/2010	SO	Green Hills	168.46	3.54	0	0	0	1	0	1	5
04/05/2010	NP	Hadley	104.76	4.65	0	0	0	0	0	1	3
11/05/2010	NP	Hadley	202.08	4.63	0	0	0	0	0	1	3
05/18/2010	NP	Hadley	142.12	4	0	0	0	0	0	1	3
05/25/2010	NP	Hadley	223.05	3.86	0	1	0	0	0	1	3
01/06/2010	NP	Hadley	256.43	3.86	0	0	1	0	0	1	3
08/06/2010	NP	Hadley	168.2	4.63	0	0	0	1	0	1	3
06/15/2010	NP	Hadley	100.67	4.84	0	0	0	1	0	1	3
06/22/2010	NP	Hadley	230.25	4.63	0	0	0	1	0	1	3
06/29/2010	NP	Hadley	122.38	4.63	0	1	0	0	1	1	3
06/07/2010	NP	Hadley	175.46	4.26	0	1	0	0	1	1	3
07/13/2010	NP	Hadley	105.88	3.95	0	0	0	0	0	1	3
04/05/2010	SP	Henderson	401.5	4.66	1	0	1	0	0	1	4
11/05/2010	SP	Henderson	375.92	4.48	1	1	1	1	0	1	4
05/18/2010	SP	Henderson	237.3	4.12	1	0	0	1	0	1	4
05/25/2010	SP	Henderson	189.99	4.1	1	1	0	1	0	1	4
01/06/2010	SP	Henderson	218.77	4.14	1	0	0	1	1	1	4
08/06/2010	SP	Henderson	255.95	4.2	1	0	1	0	1	1	4
06/15/2010	SP	Henderson	188.1	4.32	1	0	0	1	1	1	4
06/22/2010	SP	Henderson	290.12	4.14	1	0	1	1	0	1	4
06/29/2010	SP	Henderson	357.72	4.07	1	0	1	1	0	1	4
06/07/2010	SP	Henderson	367.79	3.98	1	0	1	0	1	1	4
07/13/2010	SP	Henderson	388.25	4.25	1	0	1	0	1	1	4
04/05/2010	RM	Highlands Ranch	286.14	4.06	1	0	1	0	0	1	3
11/05/2010	RM	Highlands Ranch	100.1	4.72	1	0	0	1	0	1	3
05/18/2010	RM	Highlands Ranch	202.21	4.09	1	0	0	1	0	1	3
05/25/2010	RM	Highlands Ranch	277.05	4.06	1	0	1	1	0	1	3
01/06/2010	RM	Highlands Ranch	432.89	3.84	1	1	1	1	1	1	3
08/06/2010	RM	Highlands Ranch	427.79	5.17	1	1	1	1	1	1	3
06/15/2010	RM	Highlands Ranch	241.05	4.05	1	1	0	1	0	1	3
06/22/2010	RM	Highlands Ranch	556.55	3.85	1	0	1	1	1	1	3
06/29/2010	RM	Highlands Ranch	310	3.85	1	0	1	1	1	1	3
06/07/2010	RM	Highlands Ranch	409.74	4.44	1	1	1	1	1	1	3
07/13/2010	RM	Highlands Ranch	347.36	4.31	1	0	1	1	1	1	3
04/05/2010	NP	Hingham	169.33	4.63	0	1	0	0	0	2	0
11/05/2010	NP	Hingham	120.3	4.2	0	1	0	0	0	2	0
05/18/2010	NP	Hingham	152.07	4.07	0	0	0	0	0	2	0
05/25/2010	NP	Hingham	184.58	4.46	0	0	0	0	0	2	0
01/06/2010	NP	Hingham	154.57	3.86	0	1	0	0	0	2	0
08/06/2010	NP	Hingham	70.23	4.63	0	1	0	0	0	2	0
06/15/2010	NP	Hingham	149.17	4.63	0	1	0	0	0	2	0
06/22/2010	NP	Hingham	224.32	4.2	0	1	0	0	0	2	0
06/29/2010	NP	Hingham	215.39	4.63	0	0	0	0	0	2	0
06/07/2010	NP	Hingham	169.51	3.75	0	1	0	0	0	2	0
07/13/2010	NP	Hingham	210.36	3.5	0	1	0	0	0	2	0
04/05/2010	SP	Jamboree	256.55	4.9	1	1	1	0	0	2	2
11/05/2010	SP	Jamboree	325.72	4.4	1	0	1	1	0	2	2
05/18/2010	SP	Jamboree	247.14	4.15	1	1	0	1	0	2	2
05/25/2010	SP	Jamboree	256.54	4.1	1	1	1	1	0	2	2
01/06/2010	SP	Jamboree	254.04	4.1	1	0	1	1	1	2	2
08/06/2010	SP	Jamboree	335.14	4.46	1	1	1	1	1	2	2
06/15/2010	SP	Jamboree	254.1	4.4	1	0	1	1	1	2	2
06/22/2010	SP	Jamboree	327.02	4.35	1	1	1	1	1	2	2
06/29/2010	SP	Jamboree	301.25	4.4	1	1	1	1	1	2	2
06/07/2010	SP	Jamboree	333.55	4.29	1	0	1	1	1	2	2
07/13/2010	SP	Jamboree	309.27	4.25	1	0	1	1	1	2	2
04/05/2010	MA	Jenkintown	221.18	3.9	0	0	0	0	0	2	4
11/05/2010	MA	Jenkintown	213.03	3.9	0	0	0	0	0	2	4
05/18/2010	MA	Jenkintown	239.82	3.62	0	1	0	0	0	2	4
05/25/2010	MA	Jenkintown	230.58	3.62	0	0	0	0	0	2	4
01/06/2010	MA	Jenkintown	192.08	3.62	0	1	0	0	0	2	4
08/06/2010	MA	Jenkintown	241.41	3.9	0	0	0	0	0	2	4
06/15/2010	MA	Jenkintown	129.92	3.9	0	0	0	0	0	2	4
06/22/2010	MA	Jenkintown	186.57	3.54	0	1	0	0	0	2	4
06/29/2010	MA	Jenkintown	349.82	3.54	0	1	1	0	0	2	4
06/07/2010	MA	Jenkintown	285.29	3.13	0	0	1	1	0	2	4
07/13/2010	MA	Jenkintown	272.73	3.25	0	0	1	1	0	2	4
04/05/2010	NE	Jericho	89.82	4.86	0	0	0	0	0	2	1
11/05/2010	NE	Jericho	171.57	4.86	0	1	0	0	0	2	1
05/18/2010	NE	Jericho	197.55	4.35	0	0	0	0	0	2	1
05/25/2010	NE	Jericho	268.89	4.35	1	0	1	0	0	2	1
01/06/2010	NE	Jericho	173.21	4.15	1	0	0	1	0	2	1
08/06/2010	NE	Jericho	299.93	4.64	1	0	1	1	0	2	1
06/15/2010	NE	Jericho	244.48	4.19	1	0	0	1	0	2	1
